actoterrorista,adultomayor,afrodescendiente,amenaza,apoyo,articulacioninterinstitucional,atencionpsicologica,cabezadefamilia,curso_de_vida,declaracion,delitoscontralibertadein,departamento_procedencia,desplazamiento,despojoyabandonodebienes,discapacidad,edad,gestante,grupo_etario,homicidio,indigena,lgtbi,mes,mestizo,migrantesvenezolanos,minasantipersonal,municipio_procedencia,nucleo_numero,orden,orientacion,personas_nucleo,reclutamientoforzado,rrom,secuestro,sexo,tortura,vigencia,vinculaciondennagrujposarmados,auxilio_econ_mico_mes,hecho_victimizante,monto_asignado,n_cleo_familiar,personas,_merge
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,27,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,TEORAMA,NO,866,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,13,NO,12 a 17,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,TEORAMA,NO,867,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,12,NO,12 a 17,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,TEORAMA,NO,868,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,11,NO,7  a 11,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,TEORAMA,NO,869,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,10,NO,7  a 11,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,TEORAMA,NO,870,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,8,NO,7  a 11,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,TEORAMA,NO,871,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,28,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,OCAÑA,SI,872,SI,3,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,23,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,OCAÑA,NO,873,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,54,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,OCAÑA,NO,874,NO,0,NO,NO,NO,SIN INFORMACION,NO,2017,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,NO,Adultez,PERSONERIA,NO,BOYACA,SI,NO,NO,38,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,PUERTO BOYACA,SI,875,SI,1,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,48,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,CONVENCION,SI,876,SI,7,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,31,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,CONVENCION,NO,877,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,28,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,CONVENCION,NO,878,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,22,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,CONVENCION,NO,879,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,9,NO,7  a 11,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,CONVENCION,NO,880,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,22,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,CONVENCION,NO,881,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,NO,NO,NO,29,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,CONVENCION,NO,882,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,VALLE DEL CAUCA,SI,NO,NO,43,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,BUENAVENTURA,SI,883,SI,2,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,SIN INFORMACION,DEFENSORIA DEL PUEBLO,NO,VALLE DEL CAUCA,NO,NO,NO,SIN INFORMACION,NO,SIN INFORMACION,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,BUENAVENTURA,NO,884,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,NO,Adultez,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,43,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SAN CALIXTO,SI,885,SI,4,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,22,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SAN CALIXTO,NO,886,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,20,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SAN CALIXTO,NO,887,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,NORTE DE SANTANDER,NO,NO,NO,3,NO,0 a 6,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SAN CALIXTO,NO,888,NO,0,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,NO,Adultez,PERSONERIA,NO,ARAUCA,SI,NO,NO,37,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SARAVENA,SI,889,SI,4,NO,NO,NO,Femenino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,ARAUCA,NO,NO,NO,36,NO,29 a 59,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SARAVENA,NO,890,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,ARAUCA,NO,NO,NO,19,NO,18 a 28,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SARAVENA,NO,891,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,ARAUCA,NO,NO,NO,9,NO,7  a 11,NO,NO,NO,12 DICIEMBRE,NO,NO,NO,SARAVENA,NO,892,NO,0,NO,NO,NO,Masculino,NO,2017,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,43,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SAN CALIXTO,SI,893,SI,4,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,22,NO,18 a 28,NO,NO,NO,01 ENERO,NO,NO,NO,SAN CALIXTO,NO,894,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,20,NO,18 a 28,NO,NO,NO,01 ENERO,NO,NO,NO,SAN CALIXTO,NO,895,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,3,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,SAN CALIXTO,NO,896,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,PERSONERIA,NO,ARAUCA,SI,NO,NO,37,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SARAVENA,SI,897,SI,4,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,ARAUCA,SI,NO,NO,36,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SARAVENA,NO,898,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,PERSONERIA,NO,ARAUCA,SI,NO,NO,19,NO,18 a 28,NO,NO,NO,01 ENERO,NO,NO,NO,SARAVENA,NO,899,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,ARAUCA,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,SARAVENA,NO,900,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Persona Mayor,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,62,NO,60 y mas,SI,NO,NO,01 ENERO,NO,NO,NO,CUCUTA,SI,901,SI,5,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,29,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,CUCUTA,NO,902,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,32,NO,29 a 59,NO,NO,NO,01 ENERO,NO,SI,NO,CUCUTA,NO,903,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,CUCUTA,NO,904,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,CUCUTA,NO,905,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,35,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SABANA DE TORRES,SI,906,NO,4,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,2,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,SABANA DE TORRES,NO,907,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,11,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,SABANA DE TORRES,NO,908,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,01 ENERO,NO,NO,NO,SABANA DE TORRES,NO,909,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,PERSONERIA,NO,ANTIOQUIA,SI,NO,NO,47,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,BELLO,SI,910,SI,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,PERSONERIA,NO,ANTIOQUIA,SI,NO,NO,48,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,MEDELLIN,SI,911,SI,2,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,ANTIOQUIA,SI,NO,NO,50,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,MEDELLIN,NO,912,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,SI,SI,Adultez,PERSONERIA,NO,CUNDINAMARCA,SI,NO,NO,39,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,GIRARDOT,SI,913,SI,3,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,CUNDINAMARCA,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,GIRARDOT,NO,914,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,CUNDINAMARCA,SI,NO,NO,16,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,GIRARDOT,NO,915,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,META,SI,NO,NO,50,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,URIBE,SI,916,NO,3,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,META,SI,NO,NO,16,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,URIBE,NO,917,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,META,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,URIBE,NO,918,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,SI,NORTE DE SANTANDER,SI,NO,NO,53,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,CUCUTA,SI,919,NO,2,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,15,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,CUCUTA,NO,920,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,ARAUCA,SI,NO,NO,39,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,ARAUQUITA,SI,921,NO,3,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,ARAUCA,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,ARAUQUITA,NO,922,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Persona Mayor,PERSONERIA,NO,ARAUCA,SI,NO,NO,70,NO,60 y mas,NO,NO,NO,01 ENERO,NO,NO,NO,ARAUQUITA,NO,923,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,33,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,LA ESPERANZA,SI,924,NO,4,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,11,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,LA ESPERANZA,NO,925,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,14,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,LA ESPERANZA,NO,926,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,NORTE DE SANTANDER,SI,NO,NO,5,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,LA ESPERANZA,NO,927,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,40,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,INTRAURBANO,SI,928,NO,5,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,48,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,INTRAURBANO,NO,929,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,18,NO,18 a 28,NO,NO,NO,01 ENERO,NO,NO,NO,INTRAURBANO,NO,930,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,20,NO,18 a 28,NO,NO,NO,01 ENERO,NO,NO,NO,INTRAURBANO,NO,931,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,SANTANDER,SI,NO,NO,4,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,INTRAURBANO,NO,932,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,CESAR,SI,NO,NO,43,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SAN MARTIN CESAR,SI,933,NO,4,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,CESAR,SI,NO,NO,15,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,SAN MARTIN CESAR,NO,934,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,CESAR,SI,NO,NO,8,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,SAN MARTIN CESAR,NO,935,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,CESAR,SI,NO,NO,3,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,SAN MARTIN CESAR,NO,936,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,BOLIVAR,SI,NO,NO,34,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SANTA ROSA,SI,937,NO,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,NO,TOLIMA,SI,NO,NO,43,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,IBAGUE,SI,938,NO,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,SANTANDER,SI,NO,NO,32,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,BARRANCABERMEJA,SI,939,NO,2,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,SANTANDER,SI,NO,NO,17,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,BARRANCABERMEJA,NO,940,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,DEFENSORIA DEL PUEBLO,SI,CESAR,SI,NO,NO,50,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,AGUACHICA,SI,941,NO,5,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Jovenes,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,26,NO,18 a 28,NO,NO,NO,01 ENERO,NO,NO,NO,AGUACHICA,NO,942,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,3,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,AGUACHICA,NO,943,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,7,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,AGUACHICA,NO,944,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,DEFENSORIA DEL PUEBLO,NO,CESAR,SI,NO,NO,8,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,AGUACHICA,NO,945,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Persona Mayor,PERSONERIA,NO,SANTANDER,SI,NO,NO,64,NO,60 y mas,NO,NO,NO,01 ENERO,NO,NO,NO,SABANA DE TORRES,SI,946,NO,1,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,SI,NO,NO,NO,SI,Adultez,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,39,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,SI,947,NO,10,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adultez,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,48,NO,29 a 59,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,948,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,16,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,949,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,14,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,950,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Adolescencia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,13,NO,12 a 17,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,951,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,10,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,952,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,9,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,953,NO,0,NO,NO,NO,Femenino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,7,NO,7  a 11,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,954,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
NO,NO,NO,NO,NO,NO,NO,NO,Primera infancia,PERSONERIA,NO,NORTE DE SANTANDER,SI,NO,NO,6,NO,0 a 6,NO,NO,NO,01 ENERO,NO,NO,NO,SANTIAGO,NO,955,NO,0,NO,NO,NO,Masculino,NO,2018,NO,,,,,,left_only
